study,Author,Year.publication,Journal,Title,Author.Affiliation,Country,Continent,Developed,Development,Latitude,Publisher,Study.type,In.seufert,In.Badgley,obs,Crop.species,Crop.type,Duration.of.study,Research.project,Study.site,Y_coord,X_coord,year_conv,year_org,Study.Comment,DataThief.used,Perennial,Legume,Comparability.of.system,Drought,Time.since.conversion,Conv.system.type,Org.system.type,Conv.yield.comparability,BMP,Multi.crop,Rotations,non.food.rotation,Org.fertilizer.type,Green.manure.org,Animal.manure.org,N.input,N.inputs.include.all.inputs,Org.N.input.kg.N.ha.1,Conv.N.input.kg.N.ha.1,Org.P.input.kg.P.ha.1,Conv.P.input.kg.P.ha.1,Irrigation,Tillage,GDD,Moisture,Soil.carbon,Soil.pH,Soil.pH.source,Yield.unit,Data.location.1,mean.conv,sd.conv,n.conv,mean.org,sd.org,n.organic,lnR,varlnR,conv_treatment,notes,organic_treatment,between_yr_var,mult_yrs,duplicate_trt_dat,in_original,P.input
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,805,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2006-2007,2006-2007,cv Noverde,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,8.543333333,1.51110335,3,9.84,0.788225856,3,0.141304459,0.01256717,conv,cv Noverde,org,1,1,no,NA,NA
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,797,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2004-2005,2004-2005,cv Palla di neve,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,5.453333333,4.336384823,3,3.11,1.145294722,3,-0.561604316,0.25597635,conv,cv Palla di neve,org,1,1,no,NA,NA
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,798,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2004-2005,2004-2005,Medusa F1,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,22.10666667,3.269561642,3,15.94,2.335465692,3,-0.327047549,0.014447056,conv,Medusa F1,org,1,2,no,NA,NA
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,799,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2004-2005,2004-2005,Meridien F1,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,15.57666667,3.17956496,3,9.456666667,1.585948717,3,-0.499054108,0.023264019,conv,Meridien F1,org,1,3,no,NA,NA
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,800,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2004-2005,2004-2005,Nautilus F1,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,14.81333333,2.52500165,3,8.896666667,3.41804525,3,-0.509851001,0.058886586,conv,Nautilus F1,org,1,4,no,NA,NA
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,796,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2003-2004,2003-2004,Triomphant F1,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,28.71333333,3.405148063,3,28.77,5.878375626,3,0.001971587,0.018603933,conv,Triomphant F1,org,1,4,no,NA,NA
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,802,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2005-2006,2005-2006,L432,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,3.966666667,1.262114628,3,2.303333333,0.660782365,3,-0.543568763,0.061179757,conv,L432,org,1,2,no,NA,NA
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,789,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2002-2003,2002-2003,Escale F1,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,27.48,5.154687187,3,14.37666667,5.066846488,3,-0.647851945,0.053132275,conv,Escale F1,org,1,1,no,NA,NA
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,795,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2003-2004,2003-2004,Rafale F1,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,27.76666667,1.795364401,3,20.03333333,0.219620885,3,-0.326438708,0.001433655,conv,Rafale F1,org,1,3,no,NA,NA
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,808,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2006-2007,2006-2007,cv velox late,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,12.8,1.079490621,3,13.55,1.263685087,3,0.056941376,0.005270007,conv,cv velox late,org,1,4,no,NA,NA
study83,Scalzo et al. 2008,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,807,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2006-2007,2006-2007,cv velox early,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,9.806666667,2.188066117,3,13.48666667,1.051871348,3,0.318639117,0.018621877,conv,cv velox early,org,1,3,no,NA,NA
study84,Oplanic et al. ,2009,"Journal of Food, Agriculture & Environment",Profitability of leek (Allium porrum L.) in three production systems,"Institute of Agriculture and Tourism Pore_, Carla Huguesa 8, CR-52 440 Pore_",Croatia,Europe,yes,very high,temperate,journal,experimental,no,no,810,leek,vegetables,short,NA,Svica,44.87,-15.18,2007,2007,organic compared to both integrated and conventional,yes,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,more conv,yes,120,196,NA,NA,NA,NA,NA,NA,NA,neutral,paper,t/ha,fig. 2,23.6,3.290896534,3,14.6,3.983716857,3,-0.480225183,0.031298653,integrated,NA,org,1,1,yes,no,NA
study84,Oplanic et al. ,2009,"Journal of Food, Agriculture & Environment",Profitability of leek (Allium porrum L.) in three production systems,"Institute of Agriculture and Tourism Pore_, Carla Huguesa 8, CR-52 440 Pore_",Croatia,Europe,yes,very high,temperate,journal,experimental,no,no,812,leek,vegetables,short,NA,Svica,44.87,-15.18,2008,2008,organic compared to both integrated and conventional,yes,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,more conv,yes,120,196,NA,NA,NA,NA,NA,NA,NA,neutral,paper,t/ha,fig. 2,23.8,4.156921938,3,13.9,2.424871131,3,-0.488664052,0.034985812,integrated,NA,org,1,2,yes,no,NA
study84,Oplanic et al. ,2009,"Journal of Food, Agriculture & Environment",Profitability of leek (Allium porrum L.) in three production systems,"Institute of Agriculture and Tourism Pore_, Carla Huguesa 8, CR-52 440 Pore_",Croatia,Europe,yes,very high,temperate,journal,experimental,no,no,809,leek,vegetables,short,NA,Svica,44.87,-15.18,2007,2007,organic compared to both integrated and conventional,yes,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,more conv,yes,120,196,NA,NA,NA,NA,NA,NA,NA,neutral,paper,t/ha,fig. 2,24.264,3.533383647,3,14.6,3.983716857,3,-0.507972242,0.031885674,conv,NA,org,1,1,yes,no,NA
study84,Oplanic et al. ,2009,"Journal of Food, Agriculture & Environment",Profitability of leek (Allium porrum L.) in three production systems,"Institute of Agriculture and Tourism Pore_, Carla Huguesa 8, CR-52 440 Pore_",Croatia,Europe,yes,very high,temperate,journal,experimental,no,no,811,leek,vegetables,short,NA,Svica,44.87,-15.18,2008,2008,organic compared to both integrated and conventional,yes,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,more conv,yes,120,196,NA,NA,NA,NA,NA,NA,NA,neutral,paper,t/ha,fig. 2,23.91,1.368320138,3,13.9,2.424871131,3,-0.542407941,0.011236082,conv,NA,org,1,2,yes,no,NA
study85,Bettiol et al. 2004,2004,Scientia Agricola,Organic and conventional tomato cropping systems,,Brazil,South America,no,medium,tropical,journal,experimental,no,no,814,tomato,fruit,short,NA,Jaguari_na,-22.68,-48,1,1,tomato 2 (Debora),no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,NA,both mono,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acidic,paper,kg,from author,278.683,27.0248,6,133.617,48.5887,6,-0.735097437,0.023606505,conv,only one year of data,org,1,,no,no,NA
study85,Bettiol et al. 2004,2004,Scientia Agricola,Organic and conventional tomato cropping systems,,Brazil,South America,no,medium,tropical,journal,experimental,no,no,813,tomato,fruit,short,NA,Jaguari_na,-22.68,-48,1,1,tomato 1 (Sta. Clara),no,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,NA,both mono,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acidic,paper,kg,from author,228.633,11.8731,6,49.0333,39.4046,6,-1.539618439,0.108086163,conv,only one year of data,org,1,,no,no,NA
study86,Mourao et al. 2008,2008,"Poster at: Cultivating the Future Based on Science: 2nd Conference of the International Society of Organic Agriculture Research ISOFAR, Modena, Italy, June 18-20, 2008",Yield and quality of organic versus conventional potato crop,,Portugal,Europe,yes,very high,temperate,grey,experimental,no,no,815,potato,roots & tubers,very short,Mourao et al. 2008,NW Portugal,NA,NA,2005,2005,Potato cv. Raja,no,annual,non-legume,comparable,no,NA,commercial,certified,higher,NA,both mono,no,no,animal,no,yes,more org,yes,585,120,NA,NA,yes,NA,NA,NA,NA,strong acidic,paper,t/ha,from author,43.2,6.4,3,20.1,2.1,9,-0.76512068,0.008528799,conv,only one year of data,org,1,,no,n,NA
study86,Mourao et al. 2008,2008,"Poster at: Cultivating the Future Based on Science: 2nd Conference of the International Society of Organic Agriculture Research ISOFAR, Modena, Italy, June 18-20, 2008",Yield and quality of organic versus conventional potato crop,,Portugal,Europe,yes,very high,temperate,grey,experimental,no,no,816,potato,roots & tubers,very short,Mourao et al. 2009,NW Portugal,NA,NA,2005,2005,Potato cv. Virgo,no,annual,non-legume,comparable,no,NA,commercial,certified,higher,NA,both mono,no,no,animal,no,yes,more org,yes,585,120,NA,NA,yes,NA,NA,NA,NA,strong acidic,paper,t/ha,from author,41.6,5.4,3,27.5,3.9,9,-0.413914163,0.00785139,conv,only one year of data,org,1,,no,n,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,859,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1981,1981,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,1543,249,8,1546,347,8,0.001942377,0.00955243,conv,conv to legume,legume,1,,no,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,858,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2007,2007,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,8001,514,8,5952,601,8,-0.295839236,0.001790359,conv,conv to legume,legume,1,17,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,860,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1982,1982,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,2500,493,8,2866,439,8,0.136626598,0.007793809,conv,conv to manure,manure,1,18,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,861,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1982,1982,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,2500,493,8,2879,148,8,0.14115228,0.005191312,conv,conv to legume,legume,1,18,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,819,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1982,1982,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7663,1220.902125,8,4620,821,8,-0.506008847,0.00712044,conv,conv to legume,legume,1,,no,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,820,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1983,1983,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,5181.5,1430.800126,8,4662,824,8,-0.105650049,0.013436395,conv,conv to manure,manure,1,2,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,898,soybean,oil crops,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2007,2007,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,3093,341,8,2582,319,8,-0.180577201,0.003427356,conv,conv to legume,legume,1,33,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,818,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1981,1981,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,2076,812.9366519,8,1161,326,8,-0.581161263,0.029023191,conv,conv to legume,legume,1,1,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,824,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1985,1985,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7214,1039,8,8089,572,8,0.114481532,0.003217965,conv,conv to legume,legume,1,,no,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,825,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1986,1986,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,8845.5,1003.191906,8,9109,691,8,0.029354081,0.002327129,conv,conv to manure,manure,1,4,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,826,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1986,1986,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,8845.5,1003.191906,8,7283,1005,8,-0.19436599,0.003988049,conv,conv to legume,legume,1,4,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,827,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1987,1987,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7137.5,1816.83516,8,7632,758,8,0.066987359,0.009332349,conv,conv to legume,legume,1,,no,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,828,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1988,1988,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,5004,1361.119025,8,5823,951,8,0.151578,0.012582513,conv,conv to manure,manure,1,5,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,856,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2006,2006,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7342,1788,8,8224,2528,8,0.113445424,0.019224687,conv,conv to legume,legume,1,16,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,857,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,2007,2007,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,8001,514,8,5597,994,8,-0.357335794,0.004458383,conv,conv to manure,manure,1,17,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,831,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1989,1989,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,6525.5,1076.321978,8,5870,395,8,-0.105862945,0.003966703,conv,conv to legume,legume,1,6,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,832,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1990,1990,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,8365,825,8,7896,924,8,-0.057700032,0.002927614,conv,conv to legume,legume,1,,no,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,833,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1991,1991,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7237,1295.037451,8,6927,764,8,-0.043779937,0.005523311,conv,conv to manure,manure,1,7,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,834,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1991,1991,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7237,1295.037451,8,4860,722,8,-0.398168318,0.006761488,conv,conv to legume,legume,1,7,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,835,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1992,1992,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,8347,1681.893278,8,7321,1287,8,-0.131155262,0.008938131,conv,conv to legume,legume,1,,no,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,836,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1993,1993,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7404.5,1226.078709,8,6621,1270,8,-0.111841508,0.008026397,conv,conv to manure,manure,1,8,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,837,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1993,1993,Legume to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,plant,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,7404.5,1226.078709,8,6951,982,8,-0.063202389,0.00592214,conv,conv to legume,legume,1,8,yes,no,NA
study87,Ryan et al.,2009,Weed Research,Weed___crop competition relationships differ between organic and conventional cropping systems,The Rodale Intitute,United States,North America,yes,very high,temperate,journal,experimental,no,no,838,maize,cereals,long,"Rodale Institute, 1985-2007","Kutztown, Pennsylvania",40.52,-75.77,1994,1994,Maure to conventional,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,org multi-crop,more org,yes org,animal,yes,yes,similar,no,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,kg/ha,from author,6645,956.7220077,8,8281,480,8,0.220099042,0.003011122,conv,conv to manure,manure,1,9,yes,no,NA
